"","Reporting Organsation Reference","Reporting Organisation Narrative","org_name","Organisation Type","tracker_commit","tracker_spend","YYYYMM year and month","Transaction Type Code","x_original_transaction_value_USDm_Sum","Transaction Type","IATI Organisation Name","Tracker Commit","Tracker Spend","Organisation Name","usability","usability_score","year_month"
"97","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202101",2,"8.7947888864","Commitments","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","No","No","01-2021"
"98","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202102",2,"15.8862849376","Commitments","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","No","No","02-2021"
"99","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202103",2,"234.0634370272","Commitments","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","No","No","03-2021"
"100","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202104",2,"486.5872148544","Commitments","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","No","No","04-2021"
"101","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202105",2,"85.0607830512","Commitments","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","No","No","05-2021"
"102","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202106",2,"373.8139995568","Commitments","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","No","No","06-2021"
"103","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202107",2,"150.2712396416","Commitments","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","No","No","07-2021"
"104","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202108",2,"588.792465536","Commitments","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","No","No","08-2021"
"105","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202109",2,"122.997745552","Commitments","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","No","No","09-2021"
"106","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202110",2,"114.3871554672","Commitments","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","No","No","10-2021"
"107","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202111",2,"537.4104726848","Commitments","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","No","No","11-2021"
"108","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202112",2,"382.1513232064","Commitments","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","No","No","12-2021"
"109","GB-GOV-10","UK - Department of Health and Social Care (DHSC)","UK - Department of Health and Social Care","Bilateral","No","Yes","202103",2,"1.2007","Commitments","UK - Department of Health and Social Care (DHSC)","No","Yes","UK - Department of Health and Social Care","No","No","03-2021"
"110","GB-GOV-10","UK - Department of Health and Social Care (DHSC)","UK - Department of Health and Social Care","Bilateral","No","Yes","202104",2,"0.3746184","Commitments","UK - Department of Health and Social Care (DHSC)","No","Yes","UK - Department of Health and Social Care","No","No","04-2021"
"111","GB-GOV-13","Department of Business, Energy and Industrial Strategy","UK - Department for Business, Energy and Industrial Strategy","Bilateral","Yes","Yes","202101",2,"0.796002323985","Commitments","UK - Department for Business, Energy and Industrial Strategy (BEIS)","Yes","Yes","UK - Department for Business, Energy and Industrial Strategy","Yes","Yes","01-2021"
"112","GB-GOV-13","Department of Business, Energy and Industrial Strategy","UK - Department for Business, Energy and Industrial Strategy","Bilateral","Yes","Yes","202103",2,"0.553017277342","Commitments","UK - Department for Business, Energy and Industrial Strategy (BEIS)","Yes","Yes","UK - Department for Business, Energy and Industrial Strategy","Yes","Yes","03-2021"
"113","GB-GOV-13","Department of Business, Energy and Industrial Strategy","UK - Department for Business, Energy and Industrial Strategy","Bilateral","Yes","Yes","202106",2,"3.730424404262","Commitments","UK - Department for Business, Energy and Industrial Strategy (BEIS)","Yes","Yes","UK - Department for Business, Energy and Industrial Strategy","Yes","Yes","06-2021"
"114","GB-GOV-13","Department of Business, Energy and Industrial Strategy","UK - Department for Business, Energy and Industrial Strategy","Bilateral","Yes","Yes","202108",2,"1.320423429952","Commitments","UK - Department for Business, Energy and Industrial Strategy (BEIS)","Yes","Yes","UK - Department for Business, Energy and Industrial Strategy","Yes","Yes","08-2021"
"115","GB-GOV-13","Department of Business, Energy and Industrial Strategy","UK - Department for Business, Energy and Industrial Strategy","Bilateral","Yes","Yes","202109",2,"0.353174582399","Commitments","UK - Department for Business, Energy and Industrial Strategy (BEIS)","Yes","Yes","UK - Department for Business, Energy and Industrial Strategy","Yes","Yes","09-2021"
"116","GB-GOV-13","UK - Department for Business, Energy and Industrial Strategy","UK - Department for Business, Energy and Industrial Strategy","Bilateral","Yes","Yes","202102",2,"222.464","Commitments","UK - Department for Business, Energy and Industrial Strategy (BEIS)","Yes","Yes","UK - Department for Business, Energy and Industrial Strategy","Yes","Yes","02-2021"
"117","GB-GOV-13","UK - Department for Business, Energy and Industrial Strategy","UK - Department for Business, Energy and Industrial Strategy","Bilateral","Yes","Yes","202106",2,"27.808","Commitments","UK - Department for Business, Energy and Industrial Strategy (BEIS)","Yes","Yes","UK - Department for Business, Energy and Industrial Strategy","Yes","Yes","06-2021"
"118","GB-GOV-15",NA,NA,"Bilateral",NA,NA,"202112",NA,"","Commitments","Department for International Trade","No","No","UK - Department for International Trade","No","No","12-2021"
"119","GB-GOV-6",NA,NA,"Bilateral",NA,NA,"202112",NA,"","Commitments","UK - Home Office","No","No","UK - Home Office","No","No","12-2021"
"120","NL-KVK-27378529","Netherlands Enterprise Agency","Netherlands - Enterprise Agency","Bilateral","Yes","Yes","202101",2,"18.656258460434","Commitments","Netherlands Enterprise Agency","Yes","Yes","Netherlands - Enterprise Agency","Yes","Yes","01-2021"
"121","NL-KVK-27378529","Netherlands Enterprise Agency","Netherlands - Enterprise Agency","Bilateral","Yes","Yes","202102",2,"2.608035257744","Commitments","Netherlands Enterprise Agency","Yes","Yes","Netherlands - Enterprise Agency","Yes","Yes","02-2021"
"122","NL-KVK-27378529","Netherlands Enterprise Agency","Netherlands - Enterprise Agency","Bilateral","Yes","Yes","202103",2,"2.224292749392","Commitments","Netherlands Enterprise Agency","Yes","Yes","Netherlands - Enterprise Agency","Yes","Yes","03-2021"
"123","NL-KVK-27378529","Netherlands Enterprise Agency","Netherlands - Enterprise Agency","Bilateral","Yes","Yes","202104",2,"0.064670897872","Commitments","Netherlands Enterprise Agency","Yes","Yes","Netherlands - Enterprise Agency","Yes","Yes","04-2021"
"124","NL-KVK-27378529","Netherlands Enterprise Agency","Netherlands - Enterprise Agency","Bilateral","Yes","Yes","202105",2,"-1.482916730302","Commitments","Netherlands Enterprise Agency","Yes","Yes","Netherlands - Enterprise Agency","Yes","Yes","05-2021"
"125","NL-KVK-27378529","Netherlands Enterprise Agency","Netherlands - Enterprise Agency","Bilateral","Yes","Yes","202106",2,"3.63911079791","Commitments","Netherlands Enterprise Agency","Yes","Yes","Netherlands - Enterprise Agency","Yes","Yes","06-2021"
"126","NL-KVK-27378529","Netherlands Enterprise Agency","Netherlands - Enterprise Agency","Bilateral","Yes","Yes","202107",2,"11.077392046742","Commitments","Netherlands Enterprise Agency","Yes","Yes","Netherlands - Enterprise Agency","Yes","Yes","07-2021"
"127","NL-KVK-27378529","Netherlands Enterprise Agency","Netherlands - Enterprise Agency","Bilateral","Yes","Yes","202108",2,"-9.97331914474","Commitments","Netherlands Enterprise Agency","Yes","Yes","Netherlands - Enterprise Agency","Yes","Yes","08-2021"
"128","NL-KVK-27378529","Netherlands Enterprise Agency","Netherlands - Enterprise Agency","Bilateral","Yes","Yes","202109",2,"2.03819272944","Commitments","Netherlands Enterprise Agency","Yes","Yes","Netherlands - Enterprise Agency","Yes","Yes","09-2021"
"129","NL-KVK-27378529","Netherlands Enterprise Agency","Netherlands - Enterprise Agency","Bilateral","Yes","Yes","202110",2,"2.674819937384","Commitments","Netherlands Enterprise Agency","Yes","Yes","Netherlands - Enterprise Agency","Yes","Yes","10-2021"
"130","NL-KVK-27378529","Netherlands Enterprise Agency","Netherlands - Enterprise Agency","Bilateral","Yes","Yes","202111",2,"2.323954364074","Commitments","Netherlands Enterprise Agency","Yes","Yes","Netherlands - Enterprise Agency","Yes","Yes","11-2021"
"131","NL-KVK-27378529","Netherlands Enterprise Agency","Netherlands - Enterprise Agency","Bilateral","Yes","Yes","202112",2,"15.99257001951","Commitments","Netherlands Enterprise Agency","Yes","Yes","Netherlands - Enterprise Agency","Yes","Yes","12-2021"
"132","NO-BRC-971277882","Norad - Norwegian Agency for Development Cooperation","Norway - Norway Agency for Development Cooperation","Bilateral","No","Yes","202101",2,"275.6276824789","Commitments","Norad - Norwegian Agency for Development Cooperation","No","Yes","Norway - Norway Agency for Development Cooperation","No","No","01-2021"
"133","NO-BRC-971277882","Norad - Norwegian Agency for Development Cooperation","Norway - Norway Agency for Development Cooperation","Bilateral","No","Yes","202102",2,"121.52566","Commitments","Norad - Norwegian Agency for Development Cooperation","No","Yes","Norway - Norway Agency for Development Cooperation","No","No","02-2021"
"134","NO-BRC-971277882","Norad - Norwegian Agency for Development Cooperation","Norway - Norway Agency for Development Cooperation","Bilateral","No","Yes","202103",2,"5.768088529","Commitments","Norad - Norwegian Agency for Development Cooperation","No","Yes","Norway - Norway Agency for Development Cooperation","No","No","03-2021"
"135","NZ-1","New Zealand Ministry of Foreign Affairs and Trade","New Zealand - Ministry of Foreign Affairs and Trade","Bilateral","Yes","Yes","202101",2,"9.65200765884599","Commitments","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","Yes","Yes","New Zealand - Ministry of Foreign Affairs and Trade","Yes","Yes","01-2021"
"136","NZ-1","New Zealand Ministry of Foreign Affairs and Trade","New Zealand - Ministry of Foreign Affairs and Trade","Bilateral","Yes","Yes","202102",2,"7.474157183742","Commitments","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","Yes","Yes","New Zealand - Ministry of Foreign Affairs and Trade","Yes","Yes","02-2021"
"137","NZ-1","New Zealand Ministry of Foreign Affairs and Trade","New Zealand - Ministry of Foreign Affairs and Trade","Bilateral","Yes","Yes","202103",2,"-0.185868787341","Commitments","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","Yes","Yes","New Zealand - Ministry of Foreign Affairs and Trade","Yes","Yes","03-2021"
"138","NZ-1","New Zealand Ministry of Foreign Affairs and Trade","New Zealand - Ministry of Foreign Affairs and Trade","Bilateral","Yes","Yes","202104",2,"4.213176528078","Commitments","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","Yes","Yes","New Zealand - Ministry of Foreign Affairs and Trade","Yes","Yes","04-2021"
"139","NZ-1","New Zealand Ministry of Foreign Affairs and Trade","New Zealand - Ministry of Foreign Affairs and Trade","Bilateral","Yes","Yes","202105",2,"29.182429275417","Commitments","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","Yes","Yes","New Zealand - Ministry of Foreign Affairs and Trade","Yes","Yes","05-2021"
"140","NZ-1","New Zealand Ministry of Foreign Affairs and Trade","New Zealand - Ministry of Foreign Affairs and Trade","Bilateral","Yes","Yes","202106",2,"74.954266114143","Commitments","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","Yes","Yes","New Zealand - Ministry of Foreign Affairs and Trade","Yes","Yes","06-2021"
"141","NZ-1","New Zealand Ministry of Foreign Affairs and Trade","New Zealand - Ministry of Foreign Affairs and Trade","Bilateral","Yes","Yes","202107",2,"14.130915132591","Commitments","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","Yes","Yes","New Zealand - Ministry of Foreign Affairs and Trade","Yes","Yes","07-2021"
"142","NZ-1","New Zealand Ministry of Foreign Affairs and Trade","New Zealand - Ministry of Foreign Affairs and Trade","Bilateral","Yes","Yes","202108",2,"21.204443686284","Commitments","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","Yes","Yes","New Zealand - Ministry of Foreign Affairs and Trade","Yes","Yes","08-2021"
"143","NZ-1","New Zealand Ministry of Foreign Affairs and Trade","New Zealand - Ministry of Foreign Affairs and Trade","Bilateral","Yes","Yes","202109",2,"24.521594702577","Commitments","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","Yes","Yes","New Zealand - Ministry of Foreign Affairs and Trade","Yes","Yes","09-2021"
"144","NZ-1","New Zealand Ministry of Foreign Affairs and Trade","New Zealand - Ministry of Foreign Affairs and Trade","Bilateral","Yes","Yes","202110",2,"28.745746660152","Commitments","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","Yes","Yes","New Zealand - Ministry of Foreign Affairs and Trade","Yes","Yes","10-2021"
"145","NZ-1","New Zealand Ministry of Foreign Affairs and Trade","New Zealand - Ministry of Foreign Affairs and Trade","Bilateral","Yes","Yes","202111",2,"-0.342225732999019","Commitments","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","Yes","Yes","New Zealand - Ministry of Foreign Affairs and Trade","Yes","Yes","11-2021"
