"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","oda_oof_other","variable","value","timeframe","rollingyear"
"4065","UNIDO","UNIDO",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Volume",190.842388254153,"Yearly",NA
"40712","UNIDO","UNIDO",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Volume",178.221356671716,"Yearly",NA
"4096","UNIDO","UNIDO",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Volume",0,"Yearly",NA
"41011","UNIDO","UNIDO",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Volume",0,"Yearly",NA
"41110","UNIDO","UNIDO",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Volume",0,"Yearly",NA
"41311","UNIDO","UNIDO",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Volume",0,"Yearly",NA
"4144","UNIDO","UNIDO",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Volume",0,"Yearly",NA
"41512","UNIDO","UNIDO",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Volume",0,"Yearly",NA
"4176","UNIDO","UNIDO",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"41811","UNIDO","UNIDO",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"41921","UNIDO","UNIDO",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"421101","Unitaid","Unitaid",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Volume",180.74270765,"Yearly",NA
"42261","Unitaid","Unitaid",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Volume",217.407708,"Yearly",NA
"42312","Unitaid","Unitaid",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Volume",230.345299,"Yearly",NA
"4257","Unitaid","Unitaid",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"426111","Unitaid","Unitaid",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"42731","Unitaid","Unitaid",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"42921","Unitaid","Unitaid",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Volume",0,"Yearly",NA
"4304","Unitaid","Unitaid",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Volume",0,"Yearly",NA
"431101","Unitaid","Unitaid",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Volume",0,"Yearly",NA
"4336","Unitaid","Unitaid",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Volume",179.758326764311,"Yearly",NA
"4342","Unitaid","Unitaid",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Volume",217.407708,"Yearly",NA
"4353","Unitaid","Unitaid",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Volume",230.345299,"Yearly",NA
"4371","Unitaid","Unitaid",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Volume",0.984380885689084,"Yearly",NA
"4385","Unitaid","Unitaid",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"43910","Unitaid","Unitaid",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"4417","UNOCHA","UNOCHA",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Volume",632.44298098,"Yearly",NA
"44211","UNOCHA","UNOCHA",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Volume",673.663086,"Yearly",NA
"44321","UNOCHA","UNOCHA",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Volume",138.887982,"Yearly",NA
"445101","UNOCHA","UNOCHA",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"4464","UNOCHA","UNOCHA",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"44712","UNOCHA","UNOCHA",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"4496","UNOCHA","UNOCHA",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Volume",500.733653848467,"Yearly",NA
"45012","UNOCHA","UNOCHA",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Volume",539.584603277821,"Yearly",NA
"4516","UNOCHA","UNOCHA",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Volume",2.799995,"Yearly",NA
"4531","UNOCHA","UNOCHA",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Volume",131.709327131533,"Yearly",NA
"4545","UNOCHA","UNOCHA",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Volume",134.078482722179,"Yearly",NA
"45512","UNOCHA","UNOCHA",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Volume",136.087987,"Yearly",NA
"4576","UNOCHA","UNOCHA",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"45811","UNOCHA","UNOCHA",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"45921","UNOCHA","UNOCHA",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"46111","UNRWA","UNRWA",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Volume",0,"Yearly",NA
"4624","UNRWA","UNRWA",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Volume",945.599900200001,"Yearly",NA
"46312","UNRWA","UNRWA",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Volume",1155.85073629,"Yearly",NA
"4656","UNRWA","UNRWA",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"46611","UNRWA","UNRWA",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Volume",945.599900200001,"Yearly",NA
"46721","UNRWA","UNRWA",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Volume",1155.85073629,"Yearly",NA
"469101","UNRWA","UNRWA",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Volume",0,"Yearly",NA
"4704","UNRWA","UNRWA",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Volume",0,"Yearly",NA
"47112","UNRWA","UNRWA",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Volume",0,"Yearly",NA
"4737","UNRWA","UNRWA",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Volume",0,"Yearly",NA
"474111","UNRWA","UNRWA",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Volume",0,"Yearly",NA
"47531","UNRWA","UNRWA",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Volume",0,"Yearly",NA
"47721","UNRWA","UNRWA",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"4784","UNRWA","UNRWA",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"47910","UNRWA","UNRWA",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"4811","US","US",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Volume",16350.87885513,"Yearly",NA
"4822","US","US",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Volume",18153.08290641,"Yearly",NA
"4832","US","US",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Volume",19537.58534372,"Yearly",NA
"4851","US","US",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"4862","US","US",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"4872","US","US",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"48941","US","US",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Volume",16350.87885513,"Yearly",NA
"49011","US","US",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Volume",18153.08290641,"Yearly",NA
"49111","US","US",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Volume",19537.58534372,"Yearly",NA
"493101","US","US",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Volume",0,"Yearly",NA
"49421","US","US",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Volume",0,"Yearly",NA
"49511","US","US",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Volume",0,"Yearly",NA
"4971","US","US",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"49812","US","US",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"4992","US","US",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"5012","World Bank","World Bank",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Volume",32051.76944325,"Yearly",NA
"5022","World Bank","World Bank",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Volume",37387.5569886,"Yearly",NA
"5039","World Bank","World Bank",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Volume",44644.3081092901,"Yearly",NA
"50511","World Bank","World Bank",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Volume",-0.0689690984199825,"Yearly",NA
"50611","World Bank","World Bank",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"50711","World Bank","World Bank",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"50911","World Bank","World Bank",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Volume",15794.8302083162,"Yearly",NA
"51011","World Bank","World Bank",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Volume",18429.9477062598,"Yearly",NA
"51111","World Bank","World Bank",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Volume",22440.4215716004,"Yearly",NA
"5134","World Bank","World Bank",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Volume",16257.0082040322,"Yearly",NA
"51411","World Bank","World Bank",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Volume",18957.6092823403,"Yearly",NA
"51511","World Bank","World Bank",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Volume",22203.8865376896,"Yearly",NA
"517101","World Bank","World Bank",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"51821","World Bank","World Bank",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"51911","World Bank","World Bank",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"52121","World Food Programme","World Food Programme",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Volume",6681.148722,"Yearly",NA
"522111","World Food Programme","World Food Programme",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Volume",7635.27104,"Yearly",NA
"52321","World Food Programme","World Food Programme",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Volume",8084.121074,"Yearly",NA
"52521","World Food Programme","World Food Programme",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"52611","World Food Programme","World Food Programme",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"52781","World Food Programme","World Food Programme",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Volume",0,"Yearly",NA
"5291","World Food Programme","World Food Programme",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Volume",6681.148722,"Yearly",NA
"5302","World Food Programme","World Food Programme",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Volume",7635.27104,"Yearly",NA
"5312","World Food Programme","World Food Programme",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Volume",8084.121074,"Yearly",NA
"5331","World Food Programme","World Food Programme",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Volume",0,"Yearly",NA
"5342","World Food Programme","World Food Programme",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Volume",0,"Yearly",NA
"5352","World Food Programme","World Food Programme",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Volume",0,"Yearly",NA
"53741","World Food Programme","World Food Programme",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"53811","World Food Programme","World Food Programme",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"53911","World Food Programme","World Food Programme",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Volume",0,"Yearly",NA
"541101",NA,"Bilateral",NA,"Disbursements",2018,NA,NA,"Organisation type","All flows","Volume",79921.1886616402,"Yearly",NA
"54221",NA,"Bilateral",NA,"Disbursements",2019,NA,NA,"Organisation type","All flows","Volume",83682.3958714244,"Yearly",NA
"54311",NA,"Bilateral",NA,"Disbursements",2020,NA,NA,"Organisation type","All flows","Volume",88269.5139162331,"Yearly",NA
"5451",NA,"Bilateral",NA,"Disbursements",2018,NA,NA,"Organisation type","Not specified","Volume",5.46250059454845,"Yearly",NA
"54612",NA,"Bilateral",NA,"Disbursements",2019,NA,NA,"Organisation type","Not specified","Volume",1.4962234690449,"Yearly",NA
"5472",NA,"Bilateral",NA,"Disbursements",2020,NA,NA,"Organisation type","Not specified","Volume",0.73469289259359,"Yearly",NA
"5491",NA,"Bilateral",NA,"Disbursements",2018,NA,NA,"Organisation type","ODA","Volume",79502.6935089174,"Yearly",NA
"5502",NA,"Bilateral",NA,"Disbursements",2019,NA,NA,"Organisation type","ODA","Volume",83296.8911916929,"Yearly",NA
"55110",NA,"Bilateral",NA,"Disbursements",2020,NA,NA,"Organisation type","ODA","Volume",87839.8546985794,"Yearly",NA
"55311",NA,"Bilateral",NA,"Disbursements",2018,NA,NA,"Organisation type","OOF","Volume",250.513332311781,"Yearly",NA
"55411",NA,"Bilateral",NA,"Disbursements",2019,NA,NA,"Organisation type","OOF","Volume",230.818183345247,"Yearly",NA
"55511",NA,"Bilateral",NA,"Disbursements",2020,NA,NA,"Organisation type","OOF","Volume",146.490195954704,"Yearly",NA
"55711",NA,"Bilateral",NA,"Disbursements",2018,NA,NA,"Organisation type","Other flows","Volume",162.519319816482,"Yearly",NA
"55811",NA,"Bilateral",NA,"Disbursements",2019,NA,NA,"Organisation type","Other flows","Volume",153.190272917204,"Yearly",NA
"55911",NA,"Bilateral",NA,"Disbursements",2020,NA,NA,"Organisation type","Other flows","Volume",282.434328806408,"Yearly",NA
"5616",NA,"IFI",NA,"Disbursements",2018,NA,NA,"Organisation type","All flows","Volume",43031.1740299164,"Yearly",NA
"56211",NA,"IFI",NA,"Disbursements",2019,NA,NA,"Organisation type","All flows","Volume",47113.4345993021,"Yearly",NA
"56311",NA,"IFI",NA,"Disbursements",2020,NA,NA,"Organisation type","All flows","Volume",59358.7695115245,"Yearly",NA
"565101",NA,"IFI",NA,"Disbursements",2018,NA,NA,"Organisation type","Not specified","Volume",310.94981636644,"Yearly",NA
"56621",NA,"IFI",NA,"Disbursements",2019,NA,NA,"Organisation type","Not specified","Volume",147.829714026867,"Yearly",NA
"56711",NA,"IFI",NA,"Disbursements",2020,NA,NA,"Organisation type","Not specified","Volume",685.7545468786,"Yearly",NA
"56921",NA,"IFI",NA,"Disbursements",2018,NA,NA,"Organisation type","ODA","Volume",16729.2017194038,"Yearly",NA
"570111",NA,"IFI",NA,"Disbursements",2019,NA,NA,"Organisation type","ODA","Volume",19128.5420154162,"Yearly",NA
"57121",NA,"IFI",NA,"Disbursements",2020,NA,NA,"Organisation type","ODA","Volume",23171.5267674506,"Yearly",NA
"57321",NA,"IFI",NA,"Disbursements",2018,NA,NA,"Organisation type","OOF","Volume",24887.9350456172,"Yearly",NA
"57411",NA,"IFI",NA,"Disbursements",2019,NA,NA,"Organisation type","OOF","Volume",26967.0098924163,"Yearly",NA
"57581",NA,"IFI",NA,"Disbursements",2020,NA,NA,"Organisation type","OOF","Volume",34030.8959809973,"Yearly",NA
"5771",NA,"IFI",NA,"Disbursements",2018,NA,NA,"Organisation type","Other flows","Volume",1103.08744852899,"Yearly",NA
"5782",NA,"IFI",NA,"Disbursements",2019,NA,NA,"Organisation type","Other flows","Volume",870.052977442813,"Yearly",NA
"5792",NA,"IFI",NA,"Disbursements",2020,NA,NA,"Organisation type","Other flows","Volume",1470.59221619797,"Yearly",NA
"5813",NA,"Multilateral",NA,"Disbursements",2018,NA,NA,"Organisation type","All flows","Volume",16164.722792911,"Yearly",NA
"5822",NA,"Multilateral",NA,"Disbursements",2019,NA,NA,"Organisation type","All flows","Volume",18384.2732344638,"Yearly",NA
"5832",NA,"Multilateral",NA,"Disbursements",2020,NA,NA,"Organisation type","All flows","Volume",19174.1684163279,"Yearly",NA
"58541",NA,"Multilateral",NA,"Disbursements",2018,NA,NA,"Organisation type","Not specified","Volume",189.735938012858,"Yearly",NA
"58611",NA,"Multilateral",NA,"Disbursements",2019,NA,NA,"Organisation type","Not specified","Volume",1135.50140930657,"Yearly",NA
"58711",NA,"Multilateral",NA,"Disbursements",2020,NA,NA,"Organisation type","Not specified","Volume",1332.17251912476,"Yearly",NA
"589101",NA,"Multilateral",NA,"Disbursements",2018,NA,NA,"Organisation type","ODA","Volume",14744.4337177937,"Yearly",NA
"59021",NA,"Multilateral",NA,"Disbursements",2019,NA,NA,"Organisation type","ODA","Volume",15947.6891199827,"Yearly",NA
"59111",NA,"Multilateral",NA,"Disbursements",2020,NA,NA,"Organisation type","ODA","Volume",16624.0493528772,"Yearly",NA
"5931",NA,"Multilateral",NA,"Disbursements",2018,NA,NA,"Organisation type","OOF","Volume",1229.57559712748,"Yearly",NA
"59412",NA,"Multilateral",NA,"Disbursements",2019,NA,NA,"Organisation type","OOF","Volume",1301.08270517448,"Yearly",NA
"5952",NA,"Multilateral",NA,"Disbursements",2020,NA,NA,"Organisation type","OOF","Volume",1217.94654432587,"Yearly",NA
"5971",NA,"Multilateral",NA,"Disbursements",2018,NA,NA,"Organisation type","Other flows","Volume",0.977539976930273,"Yearly",NA
"5982",NA,"Multilateral",NA,"Disbursements",2019,NA,NA,"Organisation type","Other flows","Volume",0,"Yearly",NA
"5999",NA,"Multilateral",NA,"Disbursements",2020,NA,NA,"Organisation type","Other flows","Volume",0,"Yearly",NA
"60111","Australia","Australia",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"60211","Australia","Australia",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"60311","Australia","Australia",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"60511","Australia","Australia",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"60611","Australia","Australia",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"60711","Australia","Australia",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"6094","Australia","Australia",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"61011","Australia","Australia",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"61111","Australia","Australia",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"613101","Australia","Australia",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"61421","Australia","Australia",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"61511","Australia","Australia",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"61721","Australia","Australia",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"618111","Australia","Australia",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"61921","Australia","Australia",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"62121","Belgium","Belgium",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"62211","Belgium","Belgium",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"62381","Belgium","Belgium",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"6251","Belgium","Belgium",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"6262","Belgium","Belgium",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"6272","Belgium","Belgium",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"6291","Belgium","Belgium",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"6302","Belgium","Belgium",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"6314","Belgium","Belgium",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"63341","Belgium","Belgium",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"63411","Belgium","Belgium",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"63511","Belgium","Belgium",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"637101","Belgium","Belgium",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"63821","Belgium","Belgium",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"63911","Belgium","Belgium",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"6411","Canada","Canada",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"64212","Canada","Canada",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"6432","Canada","Canada",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"6451","Canada","Canada",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"6462","Canada","Canada",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"6479","Canada","Canada",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"64911","Canada","Canada",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",0.975745556362904,"Yearly",NA
"65011","Canada","Canada",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",0.97661607430058,"Yearly",NA
"65111","Canada","Canada",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",0.993001220285862,"Yearly",NA
"65311","Canada","Canada",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0.0242544436370957,"Yearly",NA
"65411","Canada","Canada",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0.0233839256994196,"Yearly",NA
"65511","Canada","Canada",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0.0069987797141376,"Yearly",NA
"6574","Canada","Canada",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"65811","Canada","Canada",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"65911","Canada","Canada",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"661101","Denmark","Denmark",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"66221","Denmark","Denmark",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"66311","Denmark","Denmark",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"66521","Denmark","Denmark",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"666111","Denmark","Denmark",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"66721","Denmark","Denmark",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"66921","Denmark","Denmark",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"67011","Denmark","Denmark",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"67181","Denmark","Denmark",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"6731","Denmark","Denmark",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"6742","Denmark","Denmark",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"6752","Denmark","Denmark",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"6771","Denmark","Denmark",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"6782","Denmark","Denmark",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"6792","Denmark","Denmark",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"68141","EC","EC",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"68211","EC","EC",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"68311","EC","EC",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"685101","EC","EC",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"68621","EC","EC",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"68711","EC","EC",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"6891","EC","EC",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",0.983484070861325,"Yearly",NA
"69012","EC","EC",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",0.98535747307788,"Yearly",NA
"6912","EC","EC",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",0.989711346180647,"Yearly",NA
"6931","EC","EC",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"6942","EC","EC",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"6959","EC","EC",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"69711","EC","EC",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0.0165159291386747,"Yearly",NA
"69811","EC","EC",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",0.0146425269221198,"Yearly",NA
"69911","EC","EC",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",0.0102886538193535,"Yearly",NA
"70111","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"70211","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"70311","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
